MOENumber,SchoolType,SchoolName
2955,Full Primary,Eastern Sealion Primary School
2956,Contributing,Aqua Eel Primary School
2957,Contributing,Driftwood Moki Primary School
2958,Full Primary,Current Trevally Primary School
2959,Contributing,Pebble Moana Primary School
2960,Full Primary,Reef Koura Primary School
2961,Contributing,Dolphin Limpet Primary School
2962,Full Primary,Mussel Dolphin Primary School
2963,Contributing,Kowhai Kereru Primary School
2964,Contributing,Reef Heron Primary School
2965,Full Primary,Lagoon Dotterel Primary School
2966,Full Primary,Dolphin Fantail Primary School
2967,Full Primary,Cove Dotterel Primary School
2968,Full Primary,Silver Flounder Primary School
2969,Full Primary,Kowhai Flounder Primary School
2970,Full Primary,Moana Manta Primary School
2971,Full Primary,Rangitahi Trevally Primary School
2972,Intermediate,Estuary Gannet Intermediate School
2973,Contributing,Bay Albatross Primary School
2974,Full Primary,Sunny Prawn Primary School
2975,Full Primary,Anchor Skink Primary School
2976,Contributing,Seabreeze Kahawai Primary School
2977,Full Primary,Estuary Limpet Primary School
2978,Full Primary,Western Jellyfish Primary School
2979,Contributing,Kelp Anemone Primary School
2980,Full Primary,Anchor Heron Primary School
2981,Full Primary,Northern Kelp Primary School
2982,Full Primary,Deepwater Fantail Primary School
2983,Contributing,Anchor Fantail Primary School
2984,Full Primary,Anchor Wrasse Primary School
2985,Full Primary,Turtle Whale Primary School
2987,Full Primary,Seagrass Pipit Primary School
2988,Full Primary,Coastal Stingray Primary School
2989,Full Primary,Turtle Tuna Primary School
2990,Contributing,Bright Scallop Primary School
2991,Contributing,Mangrove Shark Primary School
2992,Full Primary,Bay Swordfish Primary School
2993,Full Primary,Western Moki Primary School
2994,Intermediate,Saltwater Moana Intermediate School
2995,Contributing,Coastal Dotterel Primary School
2996,Contributing,Seastar Eel Primary School
2997,Full Primary,Driftwood Swordfish Primary School
2998,Full Primary,Shore Kakariki Primary School
2999,Full Primary,Pebble Kakapo Primary School
3000,Full Primary,Rockpool Stingray Primary School
3001,Full Primary,Bright Nautilus Primary School
3002,Full Primary,Deepwater Orca Primary School
3004,Full Primary,Hidden Penguin Primary School
3005,Full Primary,Bright Shark Primary School
3006,Full Primary,Moana Hoiho Primary School
3007,Contributing,Pounamu Seaweed Primary School
3008,Full Primary,Misty Kelp Primary School
3011,Full Primary,Rangitahi Hapuku Primary School
3012,Full Primary,Tidal Shark Primary School
3013,Full Primary,Marina Kina Primary School
3015,Full Primary,Reef Shellfish Primary School
3016,Contributing,Tidal Kakariki Primary School
3017,Full Primary,Nikau Sponge Primary School
3018,Full Primary,Saltwater Fantail Primary School
3019,Full Primary,Mussel Orca Primary School
3020,Full Primary,Seastar Kelp Primary School
3021,Full Primary,Seashell Barracuda Primary School
3022,Contributing,Northern Kakariki Primary School
3023,Full Primary,Deepwater Coral Primary School
3024,Full Primary,Wave Starfish Primary School
3025,Contributing,Penguin Fantail Primary School
3029,Full Primary,Coral Shellfish Primary School
3030,Contributing,Turtle Shark Primary School
3031,Intermediate,Sandy Tui Intermediate School
3032,Full Primary,Clearwater Weka Primary School
3034,Intermediate,Misty Kea Intermediate School
3035,Full Primary,Deepwater Piwakawaka Primary School
3036,Contributing,Whale Manta Primary School
3037,Full Primary,Mussel Kereru Primary School
3038,Full Primary,Anchor Shark Primary School
3040,Full Primary,Shore Orca Primary School
3041,Full Primary,Whale Seahorse Primary School
3043,Intermediate,Pounamu Shellfish Intermediate School
3044,Full Primary,Rockpool Penguin Primary School
3045,Contributing,Snapper Tarakihi Primary School
3046,Full Primary,Pohutukawa Albatross Primary School
3048,Contributing,Manuka Shellfish Primary School
3050,Full Primary,Kelp Nautilus Primary School
3051,Full Primary,Driftwood Starfish Primary School
3053,Contributing,Koru Flounder Primary School
3055,Full Primary,Penguin Seahorse Primary School
3056,Full Primary,Mangrove Trevally Primary School
3057,Contributing,Deepwater Bluefish Primary School
3059,Contributing,Totara Flounder Primary School
3060,Full Primary,Nikau Ruru Primary School
3062,Full Primary,Rangitahi Kea Primary School
3064,Full Primary,Bright Trevally Primary School
3065,Contributing,Kauri Tarakihi Primary School
3067,Full Primary,Pebble Cockle Primary School
3068,Contributing,Silver Tuna Primary School
3070,Full Primary,Clearwater Seaweed Primary School
3071,Contributing,Eastern Kakapo Primary School
3072,Full Primary,Misty Flounder Primary School
3073,Full Primary,Kelp Sealion Primary School
3074,Full Primary,Misty Turtle Primary School
3075,Contributing,Shore Fantail Primary School
3077,Contributing,Misty Kingfisher Primary School
3100,Composite,Penguin Eel Area School
3101,Composite,Clearwater Wrasse Area School
3102,Full Primary,Bay Scallop Primary School
3103,Composite,Whale Tui Area School
3104,Full Primary,Mangrove Piwakawaka Primary School
3106,Composite,Rimu Piper Area School
3107,Composite,Northern Coral Area School
3113,Secondary (Year 9-15),Mussel Crab College
3114,Composite,Coastal Flounder Area School
3115,Composite,Pacific Shrimp Area School
3117,Composite,Mussel Moana Area School
3118,Composite,Bay Korora Area School
3119,Composite,Rangitahi Bluefish Area School
3180,Full Primary,Rockpool Jellyfish Primary School
3181,Contributing,Seahorse Eel Primary School
3182,Contributing,Kauri Kereru Primary School
3183,Contributing,Clearwater Albatross Primary School
3184,Intermediate,Coastal Sponge Intermediate School
3185,Full Primary,Northern Dotterel Primary School
3186,Full Primary,Snapper Shark Primary School
3187,Contributing,Paua Tui Primary School
3188,Full Primary,Rangitahi Shellfish Primary School
3189,Contributing,Pacific Limpet Primary School
3192,Full Primary,Korora Tarakihi Primary School
3193,Contributing,Paua Seaweed Primary School
3194,Contributing,Kina Manta Primary School
3195,Contributing,Kelp Shrimp Primary School
3196,Contributing,Pacific Seal Primary School
3199,Full Primary,Driftwood Scallop Primary School
3200,Full Primary,Pebble Shrimp Primary School
3201,Full Primary,Lagoon Hoiho Primary School
3202,Specialist School,Lagoon Shrimp Specialist School
3203,Full Primary,Cove Piper Primary School
3204,Full Primary,Clearwater Kakariki Primary School
3206,Full Primary,Whale Crab Primary School
3207,Contributing,Aqua Seal Primary School
3208,Contributing,Reef Dotterel Primary School
3209,Contributing,Southern Gannet Primary School
3210,Intermediate,Seastar Kahawai Intermediate School
3212,Full Primary,Coastal Turtle Primary School
3213,Full Primary,Seabreeze Kakariki Primary School
3214,Contributing,Turtle Pufferfish Primary School
3216,Contributing,Harbour Weka Primary School
3217,Full Primary,Coastal Scallop Primary School
3219,Full Primary,Pebble Kahawai Primary School
3220,Full Primary,Mangrove Piper Primary School
3221,Full Primary,Korora Skink Primary School
3222,Full Primary,Rising Seahorse Primary School
3223,Contributing,Reef Mussel Primary School
3224,Contributing,Wave Sponge Primary School
3225,Contributing,Southern Octopus Primary School
3226,Contributing,Pacific Swordfish Primary School
3228,Full Primary,Mussel Heron Primary School
3229,Full Primary,Bay Tern Primary School
3231,Contributing,Dolphin Albatross Primary School
3233,Intermediate,Rimu Trevally Intermediate School
3234,Full Primary,Seastar Gannet Primary School
3235,Full Primary,Moana Gannet Primary School
3236,Full Primary,Pacific Fantail Primary School
3270,Full Primary,Clearwater Koura Primary School
3271,Contributing,Estuary Kina Primary School
3273,Contributing,Misty Shark Primary School
3274,Contributing,Tui Kakariki Primary School
3275,Specialist School,Ocean Dolphin Specialist School
3276,Full Primary,Harbour Seal Primary School
3280,Full Primary,Current Swordfish Primary School
3281,Full Primary,Clearwater Starfish Primary School
3282,Intermediate,Seashell Limpet Intermediate School
3283,Contributing,Seastar Shrimp Primary School
3284,Full Primary,Northern Jellyfish Primary School
3285,Full Primary,Seagrass Orca Primary School
3287,Full Primary,Rimu Stingray Primary School
3288,Full Primary,Hidden Wrasse Primary School
3289,Contributing,Moana Weka Primary School
3290,Full Primary,Whale Pufferfish Primary School
3291,Full Primary,Kina Weka Primary School
3292,Full Primary,Seastar Prawn Primary School
3293,Contributing,Seagrass Gannet Primary School
3295,Full Primary,Wave Shrimp Primary School
3299,Intermediate,Harakeke Kina Intermediate School
3301,Full Primary,Seastar Ruru Primary School
3302,Contributing,Southern Kingfisher Primary School
3303,Full Primary,Manuka Prawn Primary School
3304,Full Primary,Korora Petrel Primary School
3305,Contributing,Seahorse Tarakihi Primary School
3307,Full Primary,Sandy Kelp Primary School
3308,Contributing,Foam Gannet Primary School
3309,Intermediate,Coral Stingray Intermediate School
3310,Full Primary,Totara Kingfisher Primary School
3313,Contributing,Coastal Kahawai Primary School
3314,Intermediate,Hidden Tui Intermediate School
3316,Full Primary,Snapper Prawn Primary School
3317,Full Primary,Kowhai Cockle Primary School
3318,Intermediate,Whale Swordfish Intermediate School
3321,Full Primary,Totara Pipit Primary School
3322,Full Primary,Whale Tuna Primary School
3323,Intermediate,Wave Manta Intermediate School
3324,Contributing,Western Kakapo Primary School
3325,Full Primary,Shell Hapuku Primary School
3326,Contributing,Pounamu Turtle Primary School
3327,Full Primary,Wai Swordfish Primary School
3329,Full Primary,Coral Dotterel Primary School
3331,Contributing,Sandy Jellyfish Primary School
3332,Contributing,Harakeke Paua Primary School
3334,Contributing,Paua Hapuku Primary School
3335,Contributing,Snapper Seahorse Primary School
3336,Contributing,Sandy Limpet Primary School
3338,Contributing,Seabreeze Moki Primary School
3339,Specialist School,Pohutukawa Kelp Specialist School
3340,Full Primary,Lagoon Oystercatcher Primary School
3342,Full Primary,Kelp Shellfish Primary School
3343,Full Primary,Rangitahi Mussel Primary School
3346,Contributing,Harbour Rockpool Primary School
3347,Full Primary,Reef Piper Primary School
3348,Full Primary,Harbour Kereru Primary School
3352,Contributing,Ocean Kakariki Primary School
3354,Full Primary,Seashell Pipit Primary School
3357,Contributing,Aqua Paua Primary School
3359,Full Primary,Eastern Wrasse Primary School
3361,Full Primary,Bright Snapper Primary School
3363,Full Primary,Island Eel Primary School
3366,Full Primary,Saltwater Tarakihi Primary School
3367,Contributing,Seashell Swordfish Primary School
3368,Full Primary,Golden Nautilus Primary School
3369,Full Primary,Foam Kereru Primary School
3370,Contributing,Turtle Prawn Primary School
3371,Full Primary,Coral Hapuku Primary School
3372,Intermediate,Pounamu Nautilus Intermediate School
3373,Full Primary,Anchor Manta Primary School
3375,Full Primary,Snapper Rockpool Primary School
3376,Contributing,Reef Stingray Primary School
3379,Contributing,Harbour Petrel Primary School
3380,Contributing,Tidal Flounder Primary School
3381,Contributing,Turtle Kea Primary School
3384,Contributing,Mussel Penguin Primary School
3385,Contributing,Marina Coral Primary School
3387,Full Primary,Foam Tuna Primary School
3388,Full Primary,Coral Kina Primary School
3389,Full Primary,Seastar Moki Primary School
3391,Contributing,Marina Prawn Primary School
3392,Contributing,Kowhai Seahorse Primary School
3393,Contributing,Seagrass Octopus Primary School
3394,Full Primary,Seastar Seaweed Primary School
3396,Intermediate,Whale Koura Intermediate School
3397,Contributing,Sunny Crab Primary School
3398,Contributing,Northern Wrasse Primary School
3401,Full Primary,Nikau Moana Primary School
3402,Full Primary,Moana Marlin Primary School
3406,Contributing,Cove Mussel Primary School
3407,Contributing,Driftwood Korora Primary School
3410,Contributing,Wai Piwakawaka Primary School
3411,Full Primary,Estuary Kea Primary School
3412,Full Primary,Island Orca Primary School
3413,Contributing,Island Anemone Primary School
3415,Contributing,Reef Moana Primary School
3418,Full Primary,Kina Cockle Primary School
3419,Full Primary,Seashell Kingfisher Primary School
3425,Full Primary,Shell Coral Primary School
3426,Full Primary,Pohutukawa Sealion Primary School
3429,Full Primary,Lagoon Petrel Primary School
3432,Full Primary,Harbour Dotterel Primary School
3434,Full Primary,Kina Trevally Primary School
3436,Contributing,Harakeke Manta Primary School
3441,Full Primary,Seahorse Paua Primary School
3442,Full Primary,Lagoon Korora Primary School
3443,Full Primary,Moana Piwakawaka Primary School
3445,Full Primary,Aqua Moana Primary School
3447,Full Primary,Pohutukawa Manta Primary School
3449,Contributing,Rimu Snapper Primary School
3450,Full Primary,Golden Snapper Primary School
3451,Full Primary,Eastern Crab Primary School
3452,Full Primary,Northern Snapper Primary School
3454,Full Primary,Estuary Anemone Primary School
3455,Full Primary,Ocean Wrasse Primary School
3461,Full Primary,Rising Shellfish Primary School
3462,Full Primary,Coral Gannet Primary School
3463,Full Primary,Rockpool Kereru Primary School
3464,Full Primary,Seastar Pufferfish Primary School
3466,Contributing,Saltwater Shellfish Primary School
3467,Contributing,Sunny Hapuku Primary School
3470,Full Primary,Paua Sealion Primary School
3472,Full Primary,Penguin Octopus Primary School
3476,Full Primary,Harakeke Mussel Primary School
3477,Full Primary,Korora Kelp Primary School
3478,Full Primary,Eastern Kereru Primary School
3479,Full Primary,Hidden Whale Primary School
3480,Full Primary,Rimu Hapuku Primary School
3481,Full Primary,Harakeke Moana Primary School
3483,Full Primary,Tern Snapper Primary School
3484,Contributing,Rangitahi Swordfish Primary School
3485,Full Primary,Rimu Fantail Primary School
3488,Full Primary,Nikau Dotterel Primary School
3489,Contributing,Seastar Starfish Primary School
3490,Contributing,Seagrass Swordfish Primary School
3492,Contributing,Harbour Hapuku Primary School
3493,Contributing,Anchor Kelp Primary School
3495,Full Primary,Bay Hapuku Primary School
3496,Full Primary,Golden Manta Primary School
3498,Full Primary,Tidal Barracuda Primary School
3501,Full Primary,Bright Jellyfish Primary School
3502,Contributing,Island Gannet Primary School
3503,Intermediate,Kina Fantail Intermediate School
3504,Contributing,Kelp Dolphin Primary School
3505,Contributing,Seastar Kingfisher Primary School
3506,Contributing,Harakeke Piwakawaka Primary School
3507,Contributing,Coastal Pufferfish Primary School
3508,Full Primary,Turtle Rockpool Primary School
3509,Contributing,Paua Snapper Primary School
3510,Full Primary,Seashell Wrasse Primary School
3512,Contributing,Hidden Sponge Primary School
3515,Contributing,Marina Tern Primary School
3516,Full Primary,Manuka Snapper Primary School
3517,Contributing,Seashell Prawn Primary School
3518,Contributing,Pounamu Petrel Primary School
3519,Full Primary,Moana Ruru Primary School
3520,Full Primary,Current Eel Primary School
3521,Full Primary,Korora Tern Primary School
3523,Contributing,Hidden Ruru Primary School
3527,Full Primary,Current Seahorse Primary School
3528,Full Primary,Korora Orca Primary School
3529,Full Primary,Coral Koura Primary School
3530,Full Primary,Deepwater Mussel Primary School
3531,Full Primary,Koru Anemone Primary School
3532,Full Primary,Seabreeze Barracuda Primary School
3533,Full Primary,Island Trevally Primary School
3534,Full Primary,Western Pipit Primary School
3535,Full Primary,Rising Sponge Primary School
3536,Full Primary,Deepwater Oystercatcher Primary School
3537,Full Primary,Tidal Skink Primary School
3538,Full Primary,Estuary Ruru Primary School
3539,Full Primary,Western Starfish Primary School
3540,Full Primary,Rising Tarakihi Primary School
3542,Full Primary,Seastar Scallop Primary School
3543,Full Primary,Manuka Turtle Primary School
3544,Full Primary,Seashell Turtle Primary School
3546,Full Primary,Aqua Nautilus Primary School
3547,Full Primary,Shore Swordfish Primary School
3549,Full Primary,Blue Bluefish Primary School
3553,Full Primary,Pebble Oystercatcher Primary School
3554,Specialist School,Seabreeze Nautilus Specialist School
3555,Full Primary,Seahorse Sealion Primary School
3557,Contributing,Seabreeze Petrel Primary School
3561,Contributing,Coral Tui Primary School
3563,Full Primary,Rockpool Seaweed Primary School
3565,Full Primary,Coral Fantail Primary School
3566,Contributing,Sandy Moana Primary School
3567,Full Primary,Pohutukawa Kahawai Primary School
3569,Full Primary,Anchor Gannet Primary School
3570,Full Primary,Kauri Kahawai Primary School
3571,Contributing,Golden Swordfish Primary School
3572,Full Primary,Seahorse Bluefish Primary School
3573,Contributing,Golden Kereru Primary School
3574,Contributing,Coral Dolphin Primary School
3576,Full Primary,Coastal Anemone Primary School
3577,Contributing,Island Ruru Primary School
3579,Full Primary,Western Hoiho Primary School
3580,Full Primary,Mussel Paua Primary School
3581,Full Primary,Rangitahi Anemone Primary School
3585,Full Primary,Rising Limpet Primary School
3586,Full Primary,Golden Kakapo Primary School
3587,Full Primary,Northern Limpet Primary School
3588,Contributing,Marina Kakariki Primary School
3589,Full Primary,Pacific Trevally Primary School
3591,Full Primary,Misty Piwakawaka Primary School
3592,Full Primary,Coral Kereru Primary School
3594,Full Primary,Harakeke Starfish Primary School
3597,Contributing,Blue Penguin Primary School
3599,Contributing,Penguin Skink Primary School
3600,Full Primary,Pacific Paua Primary School
3602,Full Primary,Blue Kakapo Primary School
3612,Secondary (Year 7-15),Wai Korora College
3614,Restricted Composite (Year 7-10),Shell Dotterel Area School
3617,Full Primary,Mussel Scallop Primary School
3618,Composite,Tern Seaweed Area School
3619,Composite,Snapper Kakariki Area School
3620,Composite,Aqua Oystercatcher Area School
3622,Contributing,Sandy Wrasse Primary School
3623,Full Primary,Foam Limpet Primary School
3625,Secondary (Year 7-15),Coral Kakapo College
3628,Full Primary,Rimu Mussel Primary School
3630,Composite,Sandy Turtle Area School
3631,Full Primary,Shore Octopus Primary School
3641,Full Primary,Eastern Shark Primary School
3645,Composite,Shore Jellyfish Area School
3657,Contributing,Mangrove Seaweed Primary School
3659,Full Primary,Sandy Scallop Primary School
3665,Full Primary,Western Kereru Primary School
3679,Composite,Whale Prawn Area School
3680,Full Primary,Harakeke Shrimp Primary School
3681,Secondary (Year 9-15),Coastal Shark College
3682,Contributing,Driftwood Pipit Primary School
3683,Composite,Dolphin Kingfisher Area School
3684,Secondary (Year 7-15),Paua Weka College
3685,Secondary (Year 9-15),Clearwater Petrel College
3686,Secondary (Year 7-15),Pounamu Kakariki College
3687,Secondary (Year 9-15),Bay Seaweed College
3688,Full Primary,Shore Dolphin Primary School
3689,Activity Centre,Moana Turtle Activity Centre
3690,Full Primary,Manuka Kakariki Primary School
3691,Composite,Current Turtle Area School
3698,Composite,Harakeke Marlin Area School
3699,Contributing,Cove Anemone Primary School
3700,Full Primary,Tui Starfish Primary School
3701,Full Primary,Koru Seal Primary School
3703,Contributing,Whale Nautilus Primary School
3704,Full Primary,Bay Moana Primary School
3706,Full Primary,Cove Skink Primary School
3707,Contributing,Blue Petrel Primary School
3709,Contributing,Deepwater Petrel Primary School
3710,Full Primary,Tidal Kelp Primary School
3711,Intermediate,Marina Wrasse Intermediate School
3716,Contributing,Shell Cockle Primary School
3718,Full Primary,Golden Sponge Primary School
3719,Full Primary,Golden Kingfisher Primary School
3723,Full Primary,Pounamu Tern Primary School
3724,Full Primary,Koru Swordfish Primary School
3725,Full Primary,Foam Turtle Primary School
3727,Contributing,Rimu Seal Primary School
3729,Contributing,Nikau Marlin Primary School
3731,Intermediate,Deepwater Gannet Intermediate School
3732,Full Primary,Kelp Weka Primary School
3733,Contributing,Coastal Trevally Primary School
3736,Full Primary,Estuary Korora Primary School
3737,Contributing,Seastar Kereru Primary School
3738,Full Primary,Totara Trevally Primary School
3740,Contributing,Sandy Coral Primary School
3741,Contributing,Blue Gannet Primary School
3742,Contributing,Kauri Kelp Primary School
3743,Full Primary,Reef Piwakawaka Primary School
3745,Contributing,Shell Kereru Primary School
3746,Full Primary,Sunny Shellfish Primary School
3747,Contributing,Mussel Seaweed Primary School
3749,Contributing,Seahorse Pufferfish Primary School
3753,Contributing,Hidden Shellfish Primary School
3754,Full Primary,Paua Seahorse Primary School
3755,Full Primary,Shore Turtle Primary School
3756,Contributing,Turtle Bluefish Primary School
3761,Full Primary,Foam Kelp Primary School
3762,Contributing,Cove Seal Primary School
3764,Full Primary,Sandy Kakapo Primary School
3765,Full Primary,Coastal Eel Primary School
3767,Full Primary,Shell Fantail Primary School
3768,Contributing,Island Tui Primary School
3771,Full Primary,Foam Tui Primary School
3772,Contributing,Harakeke Korora Primary School
3776,Contributing,Ocean Crab Primary School
3778,Contributing,Tui Kingfisher Primary School
3779,Contributing,Pounamu Koura Primary School
3783,Contributing,Western Penguin Primary School
3784,Intermediate,Island Piper Intermediate School
3785,Contributing,Korora Piwakawaka Primary School
3788,Full Primary,Rimu Rockpool Primary School
3789,Full Primary,Seagrass Dolphin Primary School
3790,Contributing,Dolphin Scallop Primary School
3795,Full Primary,Anchor Jellyfish Primary School
3797,Contributing,Ocean Manta Primary School
3798,Full Primary,Hidden Kingfisher Primary School
3801,Contributing,Wave Limpet Primary School
3802,Full Primary,Turtle Seaweed Primary School
3803,Full Primary,Bright Piper Primary School
3805,Full Primary,Saltwater Kina Primary School
3807,Full Primary,Korora Octopus Primary School
3808,Contributing,Saltwater Heron Primary School
3811,Full Primary,Bay Kakariki Primary School
3812,Full Primary,Seahorse Tuna Primary School
3815,Contributing,Tui Penguin Primary School
3816,Specialist School,Kowhai Gannet Specialist School
3817,Contributing,Shore Kingfisher Primary School
3819,Contributing,Snapper Hapuku Primary School
3820,Contributing,Nikau Cockle Primary School
3822,Contributing,Saltwater Gannet Primary School
3823,Full Primary,Northern Flounder Primary School
3824,Full Primary,Island Heron Primary School
3825,Full Primary,Mussel Albatross Primary School
3826,Full Primary,Aqua Shrimp Primary School
3827,Contributing,Tern Eel Primary School
3829,Contributing,Moana Sponge Primary School
3830,Contributing,Moana Kahawai Primary School
3831,Contributing,Paua Seal Primary School
3832,Full Primary,Seashell Piper Primary School
3834,Full Primary,Mussel Gannet Primary School
3835,Contributing,Koru Starfish Primary School
3836,Full Primary,Hidden Jellyfish Primary School
3837,Full Primary,Snapper Penguin Primary School
3838,Full Primary,Tui Weka Primary School
3839,Intermediate,Foam Stingray Intermediate School
3840,Full Primary,Sunny Seal Primary School
3841,Contributing,Nikau Kingfisher Primary School
3842,Contributing,Pounamu Whale Primary School
3843,Full Primary,Pohutukawa Starfish Primary School
3844,Full Primary,Kelp Prawn Primary School
3845,Contributing,Hidden Moana Primary School
3847,Full Primary,Deepwater Pufferfish Primary School
3850,Full Primary,Cove Kahawai Primary School
3851,Contributing,Nikau Kea Primary School
3852,Contributing,Penguin Sponge Primary School
3855,Contributing,Korora Piper Primary School
3857,Full Primary,Clearwater Pufferfish Primary School
3858,Full Primary,Wai Skink Primary School
3859,Contributing,Dolphin Shrimp Primary School
3861,Full Primary,Golden Piper Primary School
3862,Full Primary,Bright Seaweed Primary School
3864,Full Primary,Saltwater Kingfisher Primary School
3930,Full Primary,Cove Kereru Primary School
3932,Contributing,Seabreeze Gannet Primary School
3935,Full Primary,Seabreeze Heron Primary School
3938,Full Primary,Shore Starfish Primary School
3943,Full Primary,Penguin Kereru Primary School
3946,Contributing,Pohutukawa Heron Primary School
3947,Contributing,Moana Kina Primary School
3953,Full Primary,Totara Coral Primary School
3955,Full Primary,Wave Kingfisher Primary School
3956,Contributing,Pohutukawa Crab Primary School
3957,Full Primary,Pacific Dolphin Primary School
3961,Full Primary,Rising Kelp Primary School
3963,Full Primary,Kina Hoiho Primary School
3964,Full Primary,Snapper Flounder Primary School
3966,Contributing,Bright Swordfish Primary School
3967,Contributing,Silver Bluefish Primary School
3973,Full Primary,Golden Seal Primary School
3975,Full Primary,Moana Moki Primary School
3977,Full Primary,Foam Fantail Primary School
3979,Intermediate,Rockpool Barracuda Intermediate School
3980,Contributing,Tidal Gannet Primary School
3982,Contributing,Aqua Hapuku Primary School
3984,Full Primary,Sunny Snapper Primary School
3986,Contributing,Manuka Nautilus Primary School
3990,Contributing,Island Prawn Primary School
3991,Contributing,Estuary Mussel Primary School
3997,Full Primary,Misty Wrasse Primary School
4000,Contributing,Anchor Trevally Primary School
4001,Full Primary,Pebble Seahorse Primary School
4003,Contributing,Turtle Pipit Primary School
4005,Full Primary,Eastern Ruru Primary School
4006,Full Primary,Seabreeze Ruru Primary School
4007,Full Primary,Kina Kahawai Primary School
4008,Contributing,Tern Heron Primary School
4011,Specialist School,Tern Fantail Specialist School
4013,Contributing,Ocean Kea Primary School
4014,Contributing,Estuary Sponge Primary School
4016,Full Primary,Manuka Tarakihi Primary School
4017,Full Primary,Cove Albatross Primary School
4018,Contributing,Seabreeze Shellfish Primary School
4019,Full Primary,Shell Stingray Primary School
4020,Contributing,Western Bluefish Primary School
4021,Full Primary,Blue Eel Primary School
4022,Contributing,Kowhai Pipit Primary School
4023,Full Primary,Dolphin Kakariki Primary School
4026,Contributing,Turtle Ruru Primary School
4027,Full Primary,Lagoon Crab Primary School
4028,Contributing,Pacific Tui Primary School
4029,Contributing,Rimu Pipit Primary School
4030,Full Primary,Current Orca Primary School
4032,Contributing,Saltwater Sponge Primary School
4034,Full Primary,Pacific Moki Primary School
4035,Contributing,Lagoon Moana Primary School
4036,Full Primary,Harbour Limpet Primary School
4037,Full Primary,Foam Swordfish Primary School
4046,Contributing,Koru Barracuda Primary School
4047,Contributing,Kowhai Tui Primary School
4050,Contributing,Seastar Octopus Primary School
4052,Full Primary,Tidal Shellfish Primary School
4053,Contributing,Wave Eel Primary School
4054,Contributing,Driftwood Tui Primary School
4100,Full Primary,Totara Anemone Primary School
4101,Full Primary,Coral Starfish Primary School
4104,Full Primary,Wai Starfish Primary School
4105,Full Primary,Harbour Cockle Primary School
4107,Full Primary,Golden Marlin Primary School
4108,Full Primary,Seabreeze Kakapo Primary School
4109,Composite,Dolphin Cockle Area School
4111,Full Primary,Tidal Bluefish Primary School
4112,Full Primary,Mangrove Bluefish Primary School
4116,Full Primary,Misty Anemone Primary School
4117,Full Primary,Rising Manta Primary School
4118,Full Primary,Totara Moana Primary School
4119,Composite,Marina Swordfish Area School
4121,Intermediate,Bright Gannet Intermediate School
4122,Intermediate,Misty Albatross Intermediate School
4123,Full Primary,Reef Penguin Primary School
4125,Full Primary,Pohutukawa Pufferfish Primary School
4126,Contributing,Wave Gannet Primary School
4129,Full Primary,Golden Cockle Primary School
4130,Full Primary,Pounamu Penguin Primary School
4131,Full Primary,Cove Koura Primary School
4132,Full Primary,Moana Korora Primary School
4133,Full Primary,Harakeke Sponge Primary School
4134,Full Primary,Driftwood Shellfish Primary School
4135,Full Primary,Korora Wrasse Primary School
4136,Full Primary,Cove Piwakawaka Primary School
4138,Full Primary,Pohutukawa Scallop Primary School
4140,Full Primary,Deepwater Seahorse Primary School
4141,Full Primary,Kowhai Hapuku Primary School
4143,Full Primary,Hidden Hapuku Primary School
4144,Full Primary,Northern Korora Primary School
4145,Composite,Misty Barracuda Area School
4146,Full Primary,Pounamu Mussel Primary School
4147,Full Primary,Wai Nautilus Primary School
4149,Full Primary,Northern Shrimp Primary School
4150,Full Primary,Foam Kina Primary School
4151,Full Primary,Totara Kina Primary School
4154,Full Primary,Pebble Tarakihi Primary School
4156,Specialist School,Estuary Prawn Specialist School
4157,Specialist School,Sandy Albatross Specialist School
4158,Secondary (Year 7-15),Rimu Moana College
4160,Full Primary,Current Whale Primary School
4204,Composite,Tui Shark Area School
4205,Full Primary,Clearwater Dolphin Primary School
4207,Composite,Ocean Orca Area School
4208,Composite,Blue Barracuda Area School
4209,Full Primary,Golden Wrasse Primary School
4211,Composite,Korora Pufferfish Area School
4212,Composite,Kelp Octopus Area School
4217,Composite,Penguin Gannet Area School
4218,Full Primary,Kelp Coral Primary School
4223,Full Primary,Bay Octopus Primary School
4226,Composite,Deepwater Turtle Area School
4227,Composite,Penguin Oystercatcher Area School
4228,Composite,Snapper Kelp Area School
4229,Full Primary,Tidal Heron Primary School
4230,Composite,Seagrass Bluefish Area School
4535,Composite,Seashell Kelp Area School
4539,Secondary (Year 9-15),Silver Koura College
4541,Full Primary,Eastern Fantail Primary School
4543,Secondary (Year 9-15),Saltwater Trevally College
4545,Secondary (Year 7-15),Tern Kelp College
4546,Secondary (Year 9-15),Hidden Starfish College
4547,Secondary (Year 7-15),Harakeke Hapuku College
4548,Secondary (Year 9-15),Seagrass Piper College
4549,Secondary (Year 9-15),Bright Albatross College
4550,Composite,Western Petrel Area School
4551,Secondary (Year 9-15),Bright Bluefish College
4552,Composite,Pacific Kahawai Area School
4556,Specialist School,Korora Paua Specialist School
4559,Secondary (Year 7-15),Rockpool Hoiho College
4560,Composite,Korora Kea Area School
4566,Secondary (Year 9-15),Seagrass Pufferfish College
6070,Contributing,Kelp Kina Primary School
6109,Activity Centre,Pohutukawa Bluefish Activity Centre
6110,Activity Centre,Saltwater Shrimp Activity Centre
